rank_overall,taxon_id,us_obs_count,iconic_taxon,common_name,scientific_name
3116,120485,3013,Plantae,Drummond's aster,Symphyotrichum drummondii
3117,487050,3013,Plantae,purple mat,Nama demissa
3118,128798,3011,Plantae,black chokeberry,Aronia melanocarpa
3119,68896,3010,Plantae,Rosy sandcrocus,Romulea rosea
3120,77126,3010,Plantae,California fagonbush,Fagonia laevis
3121,81926,3009,Insecta,American Grass Mantis,Thesprotia graminis
3122,228714,3009,Insecta,Tile-horned Prionus,Prionus imbricornis
3123,334126,3009,Insecta,Two-horned Gall Wasp,Dryocosmus dubiosus
3124,220388,3006,Arachnida,Drumming Sword Wolf Spider,Gladicosa gulosa
3125,72992,3005,Aves,Java Sparrow,Padda oryzivora
3126,1456585,3005,Insecta,Aphrodite Fritillary,Argynnis aphrodite
3127,58040,3004,Plantae,Brownplume Wirelettuce,Stephanomeria pauciflora
3128,60511,3004,Plantae,Bridges' penstemon,Penstemon rostriflorus
3129,133028,3004,Insecta,Bordered Wedge-shaped Beetle,Macrosiagon limbata
3130,369730,3004,Plantae,wavyleaf basketgrass,Oplismenus undulatifolius
3131,164069,3002,Plantae,Purple Rocket,Iodanthus pinnatifidus
3132,54860,3001,Plantae,slippery elm,Ulmus rubra
3133,132220,2999,Insecta,Quadrate Snipe Fly,Chrysopilus quadratus
3134,84005,2997,Plantae,littleleaf sensitive-briar,Mimosa microphylla
3135,41676,2996,Mammalia,Ringtail,Bassariscus astutus
3136,58139,2996,Plantae,coyote melon,Cucurbita palmata
3137,64161,2996,Plantae,Bread Wheat,Triticum aestivum
3138,205777,2996,Insecta,Cottonwood Borer,Plectrodera scalator
3139,47505,2995,Mollusca,Heath's Dorid,Geitodoris heathi
3140,118511,2995,Plantae,yellow wakerobin,Trillium luteum
3141,372712,2995,Insecta,Yellow-footed Ant,Nylanderia flavipes
3142,225555,2992,Insecta,Red-bordered Emerald,Nemoria lixaria
3143,47695,2990,Plantae,bristly dogtail grass,Cynosurus echinatus
3144,148407,2990,Plantae,Fendler's Sandmat,Euphorbia fendleri
3145,283177,2990,Plantae,Soft-hair Marbleseed,Lithospermum bejariense
3146,57016,2989,Plantae,sand pygmyweed,Crassula connata
3147,58669,2988,Fungi,Ochre Jelly Club,Leotia lubrica
3148,120145,2987,Plantae,One-seed Juniper,Juniperus monosperma
3149,738046,2987,Plantae,snow queen,Veronica regina-nivalis
3150,117815,2986,Chromista,golden rockweed,Silvetia compressa
3151,210615,2985,Insecta,Volupial Mint Moth,Pyrausta volupialis
3152,60880,2984,Plantae,Sea Bindweed,Calystegia soldanella
3153,51363,2983,Actinopterygii,Atlantic Menhaden,Brevoortia tyrannus
3154,118741,2982,Plantae,American columbo,Frasera caroliniensis
3155,128568,2982,Mollusca,Southern Flatcoil,Polygyra cereolus
3156,170440,2979,Plantae,Rocky Mountain zinnia,Zinnia grandiflora
3157,55387,2978,Actinopterygii,Northern Pike,Esox lucius
3158,77709,2978,Plantae,giant coreopsis,Leptosyne gigantea
3159,125683,2977,Plantae,Carolina willow,Salix caroliniana
3160,495903,2977,Fungi,Ochre-banded Conk,Fomitopsis ochracea
3161,180017,2976,Arachnida,Gulf Coast Tick,Amblyomma maculatum
3162,76904,2975,Plantae,Flax-leaved Horseweed,Erigeron bonariensis
3163,41521,2973,Mammalia,Orca,Orcinus orca
3164,71191,2973,Plantae,Slender Iceplant,Mesembryanthemum nodiflorum
3165,75527,2971,Plantae,Pinemat Manzanita,Arctostaphylos nevadensis
3166,76538,2971,Plantae,Muskmelon,Cucumis melo
3167,51274,2970,Plantae,crevice alumroot,Heuchera micrantha
3168,57183,2970,Plantae,Prairie Junegrass,Koeleria macrantha
3169,227734,2970,Arachnida,Apache Jumping Spider,Phidippus apacheanus
3170,79499,2969,Plantae,squashberry,Viburnum edule
3171,119151,2969,Fungi,Wine-cap Stropharia,Stropharia rugosoannulata
3172,154387,2969,Plantae,American golden saxifrage,Chrysosplenium americanum
3173,119892,2968,Plantae,Wild Rosemary,Andromeda polifolia
3174,216298,2968,Insecta,Little Nymph Underwing,Catocala micronympha
3175,217970,2968,Insecta,Sweetfern Geometer Moth,Cyclophora pendulinaria
3176,58659,2967,Actinopterygii,Northern Hog Sucker,Hypentelium nigricans
3177,143505,2967,Insecta,Bearded Carpenter ant,Camponotus subbarbatus
3178,61000,2966,Plantae,slough sedge,Carex obnupta
3179,69900,2966,Insecta,Master Blister Beetle,Lytta magister
3180,104419,2966,Insecta,Southern Spreadwing,Lestes australis
3181,59243,2964,Plantae,Wright's buckwheat,Eriogonum wrightii
3182,79359,2964,Plantae,Parralena,Thymophylla pentachaeta
3183,143751,2963,Insecta,Penitent Underwing,Catocala piatrix
3184,63583,2958,Fungi,pleated inkcap,Parasola plicatilis
3185,82559,2957,Plantae,bulblet fern,Cystopteris bulbifera
3186,206911,2957,Mollusca,Pismo Clam,Tivela stultorum
3187,127044,2956,Plantae,Shoestring Fern,Vittaria lineata
3188,162801,2956,Plantae,round-leaved boneset,Eupatorium rotundifolium
3189,199203,2953,Mollusca,American Crown Conch,Melongena corona
3190,132225,2951,Insecta,Two-striped Planthopper,Acanalonia bivittata
3191,58100,2950,Plantae,Southern Honeysuckle,Lonicera subspicata
3192,58996,2950,Plantae,Western White Clematis,Clematis ligusticifolia
3193,321458,2949,Insecta,Ornate Tiger Moth,Apantesis ornata
3194,1360291,2949,Insecta,Bronze Copper,Tharsalea hyllus
3195,474332,2945,Aves,Gray-headed Swamphen,Porphyrio poliocephalus
3196,145224,2943,Aves,Mourning Warbler,Geothlypis philadelphia
3197,162167,2943,Plantae,narrow-leaved purple coneflower,Echinacea angustifolia
3198,318946,2941,Plantae,many stem evax,Diaperia verna
3199,771814,2941,Plantae,wide-throated yellow monkeyflower,Diplacus brevipes
3200,539844,2939,Reptilia,Brahminy Blindsnake,Indotyphlops braminus
3201,81943,2937,Insecta,Bar-winged Skimmer,Libellula axilena
3202,127490,2937,Insecta,White M Hairstreak,Parrhasius m-album
3203,161150,2937,Plantae,Showy Rattlebox,Crotalaria spectabilis
3204,75507,2936,Plantae,Brittleleaf Manzanita,Arctostaphylos crustacea
3205,203486,2935,Insecta,Pitted Mason Wasp,Euodynerus foraminatus
3206,790479,2934,Insecta,,Eleodes acuticauda
3207,60912,2932,Arachnida,Southern Devil Scorpion,Vaejovis carolinianus
3208,73691,2932,Reptilia,Sonoran Spotted Whiptail,Aspidoscelis sonorae
3209,81584,2932,Insecta,Pink-striped Oakworm Moth,Anisota virginiensis
3210,205228,2932,Insecta,Brown Bark Carpet Moth,Horisme intestinata
3211,67591,2930,Plantae,alpine sorrel,Oxyria digyna
3212,117513,2929,Plantae,Rhexia-leaved paintbrush,Castilleja rhexiifolia
3213,49219,2928,Actinopterygii,American Eel,Anguilla rostrata
3214,62481,2928,Plantae,sugarstick,Allotropa virgata
3215,218931,2926,Insecta,Variegated Midget,Elaphria versicolor
3216,55135,2922,Plantae,Whiteleaf Manzanita,Arctostaphylos viscida
3217,127326,2921,Plantae,Pennsylvania sedge,Carex pensylvanica
3218,130810,2921,Plantae,late purple aster,Symphyotrichum patens
3219,108303,2920,Insecta,Red Rock Skimmer,Paltothemis lineatipes
3220,453109,2920,Mammalia,Fisher,Pekania pennanti
3221,160295,2919,Plantae,American Coinwort,Centella erecta
3222,165474,2919,Plantae,Chinese silver grass,Miscanthus sinensis
3223,472796,2919,Plantae,lace lip fern,Myriopteris gracillima
3224,701989,2918,Plantae,Bigelow's monkeyflower,Diplacus bigelovii
3225,52506,2917,Insecta,Two-spotted Lady Beetle,Adalia bipunctata
3226,27166,2916,Amphibia,Southern Red-backed Salamander,Plethodon serratus
3227,12883,2915,Aves,Gray-cheeked Thrush,Catharus minimus
3228,68559,2915,Plantae,Blackbrush,Coleogyne ramosissima
3229,76865,2915,Plantae,Booth's Evening Primrose,Eremothera boothii
3230,55732,2914,Plantae,rough cinquefoil,Potentilla norvegica
3231,224856,2911,Insecta,Merry Graphic Moth,Melipotis jucunda
3232,128040,2910,Plantae,marsh blue violet,Viola cucullata
3233,742930,2910,Animalia,Bay Nettle,Chrysaora chesapeakei
3234,78259,2908,Plantae,cotton thistle,Onopordum acanthium
3235,1293231,2908,Plantae,Koster's curse,Miconia crenata
3236,158068,2907,Plantae,purple false foxglove,Agalinis purpurea
3237,62041,2906,Plantae,ragged fringed orchid,Platanthera lacera
3238,81634,2904,Mollusca,Soft-shelled Clam,Mya arenaria
3239,56826,2901,Plantae,bigseed biscuitroot,Lomatium macrocarpum
3240,350773,2901,Fungi,,Favolus brasiliensis
3241,62588,2900,Plantae,Dwarf St. John's Wort,Hypericum mutilum
3242,77171,2896,Plantae,spotted fritillary,Fritillaria atropurpurea
3243,60505,2895,Plantae,Avalanche lily,Erythronium montanum
3244,54734,2894,Fungi,Netted shield lichen,Parmelia sulcata
3245,143854,2892,Insecta,Northern Amber Bumble Bee,Bombus borealis
3246,51054,2891,Plantae,Oakland mariposa lily,Calochortus umbellatus
3247,227082,2890,Insecta,Watermilfoil Leafcutter Moth,Parapoynx allionealis
3248,62062,2886,Plantae,chaparral beardtongue,Keckiella antirrhinoides
3249,126637,2886,Plantae,Hyacinth,Hyacinthus orientalis
3250,127946,2886,Plantae,prairie alumroot,Heuchera richardsonii
3251,222712,2884,Insecta,Common Citronella Ant,Lasius claviger
3252,9458,2883,Aves,Painted Redstart,Myioborus pictus
3253,163763,2883,Plantae,Scarlet Rosemallow,Hibiscus coccineus
3254,32512,2882,Reptilia,Texas Blind Snake,Rena dulcis
3255,204304,2882,Plantae,Tall Cinquefoil,Drymocallis arguta
3256,26745,2881,Amphibia,Small-mouthed Salamander,Ambystoma texanum
3257,1649675,2881,Plantae,swamp redbay,Tamala palustris
3258,278242,2880,Plantae,strawberry-guava,Psidium cattleyanum
3259,54897,2878,Plantae,parsnipflower buckwheat,Eriogonum heracleoides
3260,126217,2878,Insecta,Orange Mint Moth,Pyrausta orphisalis
3261,154559,2877,Insecta,Squash Lady Beetle,Epilachna borealis
3262,197810,2877,Mammalia,Merriam's Chipmunk,Neotamias merriami
3263,881534,2876,Plantae,Columbian Windflower,Anemonastrum deltoideum
3264,130951,2875,Plantae,tall rattlesnake root,Nabalus altissimus
3265,1081330,2872,Insecta,Taxiles Skipper,Lon taxiles
3266,169900,2870,Plantae,Water caltrop,Trapa natans
3267,231782,2869,Insecta,Strangalepta Flower Longhorn Beetle,Strangalepta abbreviata
3268,233558,2869,Insecta,Downy Yellowjacket,Vespula flavopilosa
3269,518693,2866,Insecta,Mealy oak gall wasp,Disholcaspis cinerosa
3270,1372880,2865,Insecta,Wavy-lined Heterocampa Moth,Cecrita biundata
3271,160935,2864,Plantae,Grooved nipple cactus,Coryphantha sulcata
3272,52971,2863,Plantae,panicled willowherb,Epilobium brachycarpum
3273,53398,2863,Plantae,Tasmanian blue gum,Eucalyptus globulus
3274,133393,2862,Plantae,Labrador violet,Viola labradorica
3275,131598,2861,Plantae,Marlberry,Ardisia escallonioides
3276,332924,2861,Plantae,narrow-leaved glade fern,Homalosorus pycnocarpos
3277,769874,2861,Plantae,pineland heliotrope,Euploca polyphylla
3278,77991,2860,Plantae,Canada mint,Mentha canadensis
3279,324645,2860,Insecta,Salvinia Stem Borer Moth,Samea multiplicalis
3280,56026,2859,Plantae,Chilean sea fig,Carpobrotus chilensis
3281,123927,2859,Plantae,Queen's Crown,Rhodiola rhodantha
3282,125487,2859,Plantae,American Black Currant,Ribes americanum
3283,127912,2857,Plantae,alligator flag,Thalia geniculata
3284,82023,2856,Insecta,Ringed Assassin Bug,Pselliopus cinctus
3285,47771,2855,Mollusca,Stubby Dendronotid,Dendronotus subramosus
3286,51861,2854,Plantae,Bunchleaf Penstemon,Penstemon heterophyllus
3287,160814,2854,Plantae,Texas Snakewood,Colubrina texensis
3288,322101,2854,Insecta,Shiny Flea Beetle,Asphaera lustrans
3289,55508,2853,Plantae,dense-flowered owl's-clover,Castilleja densiflora
3290,81603,2853,Plantae,swamp thistle,Cirsium muticum
3291,308726,2853,Insecta,California Digger Bee,Anthophora californica
3292,216533,2852,Insecta,Bean Leaf Beetle,Cerotoma trifurcata
3293,204347,2851,Plantae,large twayblade,Liparis liliifolia
3294,1445652,2850,Insecta,Four-lined Silverfish,Ctenolepisma lineatum
3295,116333,2847,Plantae,American ginseng,Panax quinquefolius
3296,143308,2847,Fungi,Purple-and-White Deceiver,Laccaria ochropurpurea
3297,288658,2846,Plantae,Palmleaf Mistflower,Conoclinium dissectum
3298,145256,2845,Aves,Hermit Warbler,Setophaga occidentalis
3299,201043,2844,Aves,White-tailed Hawk,Geranoaetus albicaudatus
3300,142996,2842,Insecta,Spotted Peppergrass Moth,Eustixia pupula
3301,52620,2841,Insecta,Western Tiger Beetle,Cicindela oregona
3302,60150,2840,Plantae,common soliva,Soliva sessilis
3303,1648274,2840,Plantae,Vanillaleaf,Trilisa odoratissima
3304,203485,2839,Insecta,Perennial Mason Wasp,Parancistrocerus perennis
3305,59936,2838,Plantae,fivespot,Nemophila maculata
3306,61563,2836,Insecta,Common Micropanther,Atomosia puella
3307,78707,2834,Plantae,Curly-leaf Pondweed,Potamogeton crispus
3308,1494046,2834,Arachnida,Say's Armored Harvestman,Libitioides sayi
3309,131599,2833,Plantae,colicwood,Myrsine cubana
3310,1555489,2833,Plantae,Black Mustard,Mutarda nigra
3311,78858,2831,Plantae,swamp currant,Ribes lacustre
3312,217046,2831,Insecta,Lead-colored Lichen Moth,Cisthene plumbea
3313,58930,2830,Plantae,California Hedge Nettle,Stachys bullata
3314,83853,2829,Insecta,Riley's 13-Year Cicada,Magicicada tredecim
3315,169763,2829,Plantae,Balbis' airplant,Tillandsia balbisiana
3316,48895,2828,Plantae,Scorpion's-tail,Heliotropium angiospermum
3317,552574,2828,Protozoa,Wasp's Nest Slime Mold,Metatrichia vesparia
3318,56996,2827,Plantae,Tall Tumblemustard,Sisymbrium altissimum
3319,67330,2826,Plantae,Coulter pine,Pinus coulteri
3320,78847,2824,Plantae,Western Labrador Tea,Rhododendron columbianum
3321,56787,2823,Plantae,scarlet fritillary,Fritillaria recurva
3322,134213,2823,Plantae,Hairy Skullcap,Scutellaria elliptica
3323,214013,2822,Insecta,Shagreened Slug Moth,Apoda biguttata
3324,133814,2821,Insecta,Cobra Clubtail,Gomphurus vastus
3325,196525,2821,Insecta,Orange Virbia Moth,Virbia aurantiaca
3326,369881,2821,Plantae,Musk Fern,Microsorum grossum
3327,79065,2820,Plantae,Scarlet Sesbane,Sesbania punicea
3328,1238939,2819,Insecta,Drab Condylolomia Moth,Condylolomia participialis
3329,157239,2818,Plantae,Aunt Lucy,Ellisia nyctelea
3330,47326,2817,Plantae,Mount Diablo fairy-lantern,Calochortus pulchellus
3331,520959,2817,Insecta,Sulphur-tipped Clubtail,Phanogomphus militaris
3332,65986,2816,Amphibia,Pig Frog,Lithobates grylio
3333,979755,2816,Aves,Lucy's Warbler,Leiothlypis luciae
3334,79487,2815,Plantae,purpletop vervain,Verbena bonariensis
3335,127159,2814,Plantae,horsetail milkweed,Asclepias subverticillata
3336,56827,2813,Plantae,Foothill desert-parsley,Lomatium utriculatum
3337,27107,2812,Amphibia,Three-lined Salamander,Eurycea guttolineata
3338,130789,2812,Plantae,Sleepy Morning,Waltheria indica
3339,82587,2811,Insecta,Eastern Rhinoceros Beetle,Xyloryctes jamaicensis
3340,446794,2811,Plantae,Surprise Lily,Lycoris squamigera
3341,75943,2808,Plantae,Plummer's Mariposa Lily,Calochortus plummerae
3342,46256,2807,Mammalia,Harris' Antelope Squirrel,Ammospermophilus harrisii
3343,133448,2806,Insecta,Brown Wasp Mantidfly,Climaciella brunnea
3344,101064,2805,Actinopterygii,Blackstripe Topminnow,Fundulus notatus
3345,58474,2804,Insecta,Sleepy Duskywing,Erynnis brizo
3346,514012,2804,Plantae,nettle-leaved goosefoot,Chenopodiastrum murale
3347,121517,2803,Insecta,Yellow-banded Bumble Bee,Bombus terricola
3348,42048,2801,Mammalia,Gray Wolf,Canis lupus
3349,54995,2801,Plantae,yellow ʻilima,Sida fallax
3350,143469,2801,Plantae,Swamp Leatherflower,Clematis crispa
3351,197809,2801,Mammalia,Cliff Chipmunk,Neotamias dorsalis
3352,205180,2800,Insecta,Woolly Gray Moth,Lycia ypsilon
3353,41478,2799,Mammalia,Grey Whale,Eschrichtius robustus
3354,126605,2799,Plantae,Texas ragwort,Senecio ampullaceus
3355,203417,2799,Insecta,Diamondback Spittlebug,Lepyronia quadrangularis
3356,564898,2799,Aves,Yellow-eyed Junco,Junco phaeonotus
3357,975247,2799,,bacterial crown gall,Agrobacterium radiobacter
3358,129994,2798,Insecta,Yellow-horned Flower Longhorn Beetle,Strangalia luteicornis
3359,145534,2798,Insecta,Dimorphic Tosale Moth,Tosale oviplagalis
3360,58320,2797,Plantae,golden rain tree,Koelreuteria paniculata
3361,78018,2793,Plantae,mountain bluebells,Mertensia ciliata
3362,78582,2793,Plantae,Engelmann spruce,Picea engelmannii
3363,85337,2793,Plantae,Southern Harebell,Campanula divaricata
3364,328068,2793,Mollusca,Black-velvet Leatherleaf,Belocaulus angustipes
3365,357952,2793,Plantae,Cliff Saxifrage,Micranthes petiolaris
3366,62682,2792,Plantae,Hoary Pincushion,Chaenactis douglasii
3367,77399,2790,Plantae,Hairy False Goldenaster,Heterotheca villosa
3368,4553,2788,Aves,Rhinoceros Auklet,Cerorhinca monocerata
3369,121510,2788,Insecta,Blueberry Digger Bee,Habropoda laboriosa
3370,1146656,2787,Amphibia,Rio Grande Chirping Frog,Eleutherodactylus campi
3371,62218,2786,Plantae,great camas,Camassia leichtlinii
3372,79429,2785,Plantae,Reversed clover,Trifolium resupinatum
3373,125714,2785,Plantae,royal catchfly,Silene regia
3374,58792,2784,Plantae,manyflower marshpennywort,Hydrocotyle umbellata
3375,49750,2783,Actinopterygii,Sheepshead,Archosargus probatocephalus
3376,61946,2783,Plantae,Coulter's matilija poppy,Romneya coulteri
3377,41860,2781,Mammalia,Sea Otter,Enhydra lutris
3378,113407,2780,Insecta,Russet-tipped Clubtail,Stylurus plagiatus
3379,148517,2778,Insecta,Laviana White-Skipper,Heliopetes laviana
3380,914039,2778,Plantae,Southern Beeblossom,Oenothera simulans
3381,62372,2776,Plantae,Horned Bladderwort,Utricularia cornuta
3382,78362,2775,Plantae,Chinchweed,Pectis papposa
3383,154328,2774,Plantae,swamp lousewort,Pedicularis lanceolata
3384,202139,2774,Arachnida,Heptagonal Orbweaver,Gea heptagon
3385,68279,2773,Insecta,Rocky Mountain Parnassian,Parnassius smintheus
3386,215950,2772,Insecta,Poison Ivy Leaf-miner Moth,Cameraria guttifinitella
3387,76329,2770,Plantae,Yellow Rabbitbrush,Chrysothamnus viscidiflorus
3388,179998,2770,Mammalia,Columbian Ground Squirrel,Urocitellus columbianus
3389,1449997,2770,Plantae,California Harebell,Smithiastrum prenanthoides
3390,128845,2769,Insecta,Mexican Cactus Fly,Copestylum mexicanum
3391,205241,2763,Insecta,Straight-lined Plagodis Moth,Plagodis phlogosaria
3392,257008,2763,Insecta,Yellow-winged Pareuchaetes Moth,Pareuchaetes insulata
3393,81921,2761,Plantae,Loblolly bay,Gordonia lasianthus
3394,118242,2761,Fungi,Fairy Parachutes,Marasmiellus candidus
3395,54807,2760,Plantae,black ash,Fraxinus nigra
3396,120007,2760,Plantae,slender false foxglove,Agalinis tenuifolia
3397,124844,2760,Insecta,Fringed Diving Beetle,Cybister fimbriolatus
3398,925979,2760,Mammalia,Small Indian Mongoose,Urva auropunctata
3399,989847,2760,Arachnida,California Turret Spider,Atypoides riversi
3400,163844,2758,Plantae,Thyme-leaved Bluet,Houstonia serpyllifolia
3401,48347,2756,Plantae,thinleaf huckleberry,Vaccinium membranaceum
3402,1260100,2756,Insecta,Beaked Twig Gall Wasp,Burnettweldia plumbella
3403,16787,2754,Aves,Tropical Kingbird,Tyrannus melancholicus
3404,52625,2754,Plantae,Coastal Hedge-nettle,Stachys chamissonis
3405,163878,2754,Plantae,Large-leaf water leaf,Hydrophyllum macrophyllum
3406,203427,2753,Insecta,,Ozophora picturata
3407,59182,2752,Insecta,Edith's Checkerspot,Euphydryas editha
3408,172023,2752,Mollusca,Florida Tree Snail,Liguus fasciatus
3409,159049,2751,Plantae,Chinese violet,Asystasia gangetica
3410,225178,2751,Insecta,Drab Prominent,Misogada unicolor
3411,75688,2750,Plantae,Santa Barbara Milkvetch,Astragalus trichopodus
3412,82307,2750,Plantae,swamp aster,Symphyotrichum puniceum
3413,53344,2748,Plantae,blackwood,Acacia melanoxylon
3414,165157,2748,Plantae,Barbara's-buttons,Marshallia caespitosa
3415,64055,2746,Plantae,spreading wood fern,Dryopteris expansa
3416,328202,2745,Fungi,onion-stalk parasol,Leucocoprinus cepistipes
3417,55761,2744,Insecta,Lily Leaf Beetle,Lilioceris lilii
3418,77917,2744,Plantae,Tufted Loosestrife,Lysimachia thyrsiflora
3419,79214,2743,Plantae,San Diego Wirelettuce,Stephanomeria diegensis
3420,84972,2743,Plantae,mullein foxglove,Dasistoma macrophylla
3421,486567,2743,Insecta,Western Eyed Sphinx,Smerinthus ophthalmica
3422,127942,2742,Plantae,Slender Vervain,Verbena rigida
3423,55568,2741,Fungi,Black Witches' Butter,Exidia glandulosa
3424,119302,2740,Plantae,Parry's agave,Agave parryi
3425,57643,2739,Plantae,Little-Robin,Geranium purpureum
3426,204370,2739,Plantae,biennial beeblossom,Oenothera gaura
